AssetID,Value,DateTime
8320,45,11:07.0
8320,45,35:16.0
8320,49,06:55.0
8320,49.5,25:44.0
8320,46,44:34.0
8320,45,04:22.0
8320,47,43:39.0
8320,49,21:48.0
8320,46,35:38.0
8320,46,07:16.0
8320,51,32:40.0
8320,49,27:25.0
8320,47,38:27.0
8320,45,28:46.0
8320,50,27:35.0
8320,45,25:37.0
8320,48,40:15.0
8320,44,36:17.0
8320,51,32:46.0
8320,50,55:29.0
8320,45,43:40.0
8320,48,50:52.0
8320,50,22:41.0
8320,45,19:42.0
8320,48,45:51.0
8320,50,48:57.0
8320,44,04:04.0
8320,48,31:54.0
8320,49,33:17.0
8320,47,01:29.0
8320,42.5,37:19.0
8320,50,07:28.0
8320,49,15:30.0
8320,46,43:20.0
8320,50,51:25.0
8320,47,15:27.0
8320,44,17:03.0
8320,50,13:54.0
8320,50,08:32.0
8320,46,09:18.0
8320,48,57:18.0
8320,43,36:42.0
8320,49,51:19.0
8320,47,36:10.0
8320,42,30:42.0
8320,47,26:08.0
8320,44,58:15.0
8320,50,41:15.0
8320,50,37:53.0
8320,46,27:25.0
8320,42,16:44.0
8320,48,04:04.0
8320,46,21:42.0
8320,42,54:15.0
8320,46,22:52.0
8320,43,26:40.0
8320,42,17:56.0
8320,49,47:40.0
8320,46,40:14.0
8320,39,31:02.0
8320,42,00:46.0
8320,50,14:41.0
8320,47,33:39.0
8320,42,51:55.0
8320,42,07:41.0
8320,47,37:26.0
8320,49,28:20.0
8320,47,50:03.0
8320,44,59:04.0
8320,49,14:17.0
8320,41,56:41.0
8320,43,25:00.0
8320,41,15:06.0
8320,47,06:33.0
8320,46,28:03.0
8320,44.5,15:26.0
8320,47,40:15.0
8320,46,37:27.0
8320,41,04:46.0
8320,48,06:23.0
8320,41,32:53.0
8320,48,24:27.0
8320,49,16:36.0
8320,46,50:44.0
8320,42,52:44.0
8320,50,55:36.0
8320,49.5,33:09.0
8320,46,18:10.0
8320,49,31:17.0
8320,46,41:58.0
8320,43,09:00.0
8320,49,59:06.0
8320,50,30:35.0
8320,42,07:01.0
8320,46,02:56.0
8320,49,27:08.0
8320,42,47:35.0
8320,47,11:36.0
8320,48,33:50.0
8320,45,19:06.0
8320,48,19:14.0
8320,46,44:11.0
8320,40,30:18.0
8320,45,19:28.0
8320,45,41:28.0
8320,47,35:35.0
8320,48,30:26.0
8320,45,36:35.0
8320,42,59:10.0
8320,43,13:16.0
8320,50,33:01.0
8320,46,39:59.0
8320,44,38:57.0
8320,41,03:23.0
8320,48,16:47.0
8320,47,52:47.0
8320,46,41:14.0
8320,47,41:55.0
8320,44.5,17:04.0
8320,42,07:49.0
8320,50,17:52.0
8320,49,06:31.0
8320,47,48:20.0
8320,42,20:20.0
8320,46,43:50.0
8320,47.5,26:22.0
8320,42,45:25.0
8320,48,25:38.0
8320,44,17:18.0
8320,47,49:53.0
8320,49,28:41.0
8320,46,00:00.0
8320,42,59:39.0
8320,48,42:29.0
8320,44,32:14.0
8320,45.5,42:01.0
8320,43,22:03.0
8320,42,41:42.0
8320,47,44:15.0
8320,43,15:01.0
8320,48,21:26.0
8320,40,24:58.0
8320,48,58:24.0
8320,46,02:37.0
8320,42,43:02.0
8320,40,00:50.0
8320,45,58:13.0
8320,47,32:09.0
8320,42,02:47.0
8320,40,21:11.0
8320,46,54:46.0
8320,45,29:54.0
8320,42.5,25:27.0
8320,39,04:16.0
8320,48,21:01.0
8320,46,38:34.0
8320,42,54:25.0
8320,40,39:39.0
8320,43,36:23.0
8320,39,33:05.0
8320,44,19:42.0
8320,42,22:42.0
8320,39,18:47.0
8320,37,34:28.0
8320,47,11:30.0
8320,45,04:18.0
8320,38,06:58.0
8320,38,06:04.0
8320,44,29:20.0
8320,36,46:15.0
8320,48,20:19.0
8320,50,10:38.0
8320,46,40:23.0
8320,46,06:43.0
8320,43,53:08.0
8320,42,24:30.0
8320,46,13:15.0
8320,46,26:11.0
8320,43,48:36.0
8320,38,27:29.0
8320,45,41:16.0
8320,45,59:52.0
8320,39,40:25.0
8320,44,34:30.0
8320,40,45:38.0
8320,42,21:30.0
8320,46,19:13.0
8320,45,47:21.0
8320,42,41:42.0
8320,37,22:59.0
8320,39,04:52.0
8320,47,25:44.0
8320,39,51:41.0
8320,45,58:22.0
8320,46,18:42.0
8320,42,03:05.0
8320,44,23:24.0
8320,36,09:10.0
8320,46,12:25.0
8320,44,36:43.0
8320,38,39:01.0
8320,44,27:42.0
8320,39,26:28.0
8320,42,03:57.0
8320,38,28:35.0
8320,45,43:34.0
8320,39,29:08.0
8320,38,11:47.0
8320,42,23:01.0
8320,39,10:30.0
8320,44,23:33.0
8320,46,56:37.0
8320,43,49:00.0
8320,40,10:21.0
8320,45,30:06.0
8320,52,26:37.0
8320,48,53:23.0
8320,46,49:32.0
8320,41,51:05.0
8320,48,06:46.0
8320,46,34:04.0
8320,42,05:27.0
8320,40,15:02.0
8320,37,03:03.0
8320,44,00:36.0
8320,44,58:53.0
8320,36,37:10.0
8320,43,46:21.0
8320,44,25:24.0
8320,41,35:36.0
8320,41,00:04.0
8320,45,14:04.0
8320,40,28:20.0
8320,39,11:02.0
8320,47,02:18.0
8320,44,42:29.0
8320,41,14:59.0
8320,38,15:11.0
8320,44,52:38.0
8320,44,37:40.0
8320,40,54:55.0
8320,35,21:02.0
8320,46,30:25.0
8320,34,28:21.0
8320,42,54:56.0
8320,51,53:00.0
8320,37,58:28.0
8320,40,23:39.0
8320,34,52:33.0
8320,33,51:31.0
8320,42,00:31.0
8320,42,22:43.0
8320,44,01:02.0
8320,41,48:05.0
8320,37,27:23.0
8320,44,13:55.0
8320,38,25:49.0
8320,44,56:04.0
8320,42,16:36.0
8320,39,22:18.0
8320,42,26:52.0
8320,36,11:51.0
8320,33,44:48.0
8320,32,38:31.0
8320,40,42:34.0
8320,43,26:37.0
8320,38,48:02.0
8320,36.5,13:16.0
8320,44,03:56.0
8320,35,51:13.0
8320,41,34:05.0
8320,40,16:27.0
8320,42,53:42.0
8320,43,30:50.0
8320,38,10:33.0
8320,39,25:44.0
8320,38,11:49.0
8320,47,10:11.0
8320,37.5,11:01.0
8320,46,22:51.0
8320,43,48:11.0
8320,35,18:09.0
8320,41,16:11.0
8320,39,44:33.0
8320,42,06:20.0
8320,38,14:13.0
8320,35,51:49.0
8320,44,59:52.0
8320,40,25:10.0
8320,38,26:39.0
8320,32,22:55.0
8320,38,29:08.0
8320,38,44:41.0
8320,37,19:22.0
8320,44,57:37.0
8320,41,29:25.0
8320,35,38:26.0
8320,43,42:18.0
8320,40,17:24.0
8320,36,45:53.0
8320,33,29:46.0
8320,44,23:26.0
8320,41,49:22.0
8320,37,18:18.0
8320,37,25:19.0
8320,34,47:31.0
8320,32,24:23.0
8320,39,52:34.0
8320,30,34:56.0
8320,37,17:09.0
8320,37,01:00.0
8320,33,19:44.0
8320,30,09:02.0
8320,34,50:45.0
8320,31,13:17.0
8320,38,11:48.0
8320,30,15:54.0
8320,37,56:57.0
8320,35,23:38.0
8320,31,30:59.0
8320,29,50:16.0
8320,34,15:52.0
8320,29,13:36.0
8320,36,16:38.0
8320,35,21:17.0
8320,33,03:49.0
8320,36.5,27:46.0
8320,33,50:14.0
8320,31,27:33.0
8320,38.5,34:06.0
8320,38,47:43.0
8320,36,28:26.0
8320,32,54:04.0
8320,35,16:14.0
8320,45,36:36.0
8320,39,08:14.0
8320,33,43:03.0
8320,36,48:16.0
8320,33,39:20.0
8320,31,02:49.0
8320,36,45:03.0
8320,35,44:10.0
8320,31,40:49.0
8320,34,30:49.0
8320,30,16:00.0
8320,29,33:39.0
8320,36,35:23.0
8320,34,37:21.0
8320,33,57:33.0
8320,30,29:07.0
8320,37,50:36.0
8320,38,12:47.0
8320,34,24:53.0
8320,32,02:36.0
8320,38,33:27.0
8320,32,59:35.0
8320,34,51:23.0
8320,36,53:18.0
8320,33,21:24.0
8320,32,36:27.0
8320,36,07:59.0
8320,31,58:23.0
8320,37,57:01.0
8320,37,25:22.0
8320,35,16:36.0
8320,32.5,26:28.0
8320,30,53:09.0
8320,29,24:59.0
8320,32,57:51.0
8320,32,30:20.0
8320,32,55:40.0
8320,27,22:29.0
8320,33,25:17.0
8320,29,02:15.0
8320,26,13:01.0
8320,28,12:31.0
8320,28,59:05.0
8320,34,49:29.0
8320,28,09:58.0
8320,31,26:49.0
8320,30,26:24.0
8320,28,30:39.0
8320,26,22:52.0
8320,32,34:45.0
8320,29,27:26.0
8320,27,59:17.0
8320,30,33:19.0
8320,26,29:06.0
8320,30,20:04.0
8320,30,49:18.0
8320,28,22:57.0
8320,29,34:05.0
8320,34,24:10.0
8320,31,07:00.0
8320,28,38:28.0
8320,30,23:30.0
8320,35,36:44.0
8320,32,05:31.0
8320,40,24:17.0
8320,37,23:28.0
8320,32,35:57.0
8320,38,28:15.0
8320,33,14:40.0
8320,31,59:24.0
8320,38,23:06.0
8320,32.5,32:51.0
8320,37,46:11.0
8320,32,37:58.0
8320,32,03:36.0
8320,29,32:42.0
8320,28,52:48.0
8320,28,15:21.0
8320,31,59:44.0
8320,32,09:17.0
8320,28,10:49.0
8320,29,51:30.0
8320,30,24:38.0
8320,31,03:17.0
8320,32,46:25.0
8320,31,55:35.0
8320,30,24:48.0
8320,33,25:04.0
8320,31,14:22.0
8320,28,50:05.0
8320,33,11:11.0
8320,28,08:07.0
8320,33,57:52.0
8320,31,41:50.0
8320,30,31:59.0
8320,29.5,33:37.0
8320,31,28:19.0
8320,32,02:08.0
8320,31,51:22.0
8320,27,53:16.0
8320,31,25:29.0
8320,30,21:21.0
8320,33,54:20.0
8320,31.5,30:41.0
8320,30,31:35.0
8320,34,28:10.0
8320,32,26:58.0
8320,29,29:24.0
8320,27,56:01.0
8320,32,24:42.0
8320,32,54:38.0
8320,30,11:37.0
8320,25,28:37.0
8320,31,49:37.0
8320,31,07:24.0
8320,25,44:30.0
8320,25,44:30.0
8320,27,58:27.0
8320,30,36:34.0
8320,29,41:27.0
8320,27,27:37.0
8320,31,29:48.0
8320,34,18:25.0
8320,32,57:21.0
8320,29,12:08.0
8320,29,38:38.0
8320,26,19:46.0
8320,31,55:55.0
8320,31,34:36.0
8320,28,30:00.0
8320,24,26:19.0
8320,28,49:10.0
8320,28,20:30.0
8320,25,58:00.0
8320,28,26:01.0
8320,26,14:56.0
8320,24,46:25.0
8320,29,25:00.0
8320,30,05:32.0
8320,26,21:45.0
8320,24,28:58.0
8320,30,41:42.0
8320,29,27:04.0
8320,28,31:27.0
8320,28,05:43.0
8320,33,50:32.0
8320,32,15:04.0
8320,30,04:07.0
8320,30,48:06.0
8320,28,49:53.0
8320,26,21:36.0
8320,30,42:42.0
8320,24,31:16.0
8320,30,24:06.0
8320,30,14:39.0
8320,24,25:39.0
8320,28,28:13.0
8320,31,48:36.0
8320,25,42:50.0
8320,24,12:41.0
8320,30,17:54.0
8320,28,22:00.0
8320,26,30:18.0
8320,29,10:46.0
8320,36,30:20.0
8320,30,28:33.0
8320,30,09:25.0
8320,27,33:47.0
8320,32,07:09.0
8320,32,22:47.0
8320,30,01:43.0
8320,24,59:56.0
8320,30,32:16.0
8320,28,34:32.0
8320,31,07:28.0
8320,28,02:23.0
8320,25,21:59.0
8320,28,42:02.0
8320,23,50:03.0
8320,28,30:10.0
8320,27,49:57.0
8320,25,34:55.0
8320,24,06:20.0
8320,28,59:38.0
8320,29,22:35.0
8320,26,38:05.0
8320,31,31:46.0
8320,30,05:55.0
8320,27,51:53.0
8320,24,00:12.0
8320,30,58:46.0
8320,28,04:56.0
8320,29,24:58.0
8320,25,32:46.0
8320,22,28:40.0
8320,29,56:07.0
8320,31,34:15.0
8320,29,10:20.0
8320,26,41:58.0
8320,30,33:20.0
8320,30,56:48.0
8320,32,27:55.0
8320,28,19:58.0
8320,25,36:01.0
8320,21,53:52.0
8320,27,17:10.0
8320,25,26:34.0
8320,28,26:59.0
8320,30,22:09.0
8320,27,49:31.0
8320,30,53:12.0
8320,27,50:44.0
8320,29,55:55.0
8320,31,07:48.0
8320,28,22:32.0
8320,30,06:16.0
8320,26,02:01.0
8320,24,21:32.0
8320,27,14:45.0
8320,22,56:22.0
8320,26,52:44.0
8320,23,33:36.0
8320,22,30:07.0
8320,20,56:01.0
8320,25,21:14.0
8320,25,34:37.0
8320,23,36:29.0
8320,27,19:03.0
8320,31,34:41.0
8320,26,33:31.0
8320,28,28:54.0
8320,31,32:51.0
8320,31,09:56.0
8320,26,25:42.0
8320,28,47:15.0
8320,25,19:47.0
8320,23,44:44.0
8320,21,44:12.0
8320,26,28:09.0
8320,23,37:44.0
8320,27,07:57.0
8320,26,47:31.0
8320,23,25:13.0
8320,22,30:42.0
8320,24,26:42.0
8320,26,23:14.0
8320,30,20:52.0
8320,27,35:10.0
8320,26,41:01.0
8320,26,14:13.0
8320,27,15:43.0
8320,23,46:57.0
8320,23,55:01.0
8320,25,37:23.0
8320,23,10:14.0
8320,17,58:21.0
8320,20,56:45.0
8320,25,31:04.0
8320,22,47:01.0
8320,21,42:27.0
8320,30,19:50.0
8320,28,40:27.0
8320,23,48:35.0
8320,28,04:21.0
8320,24,18:58.0
8320,23,58:07.0
8320,23,50:07.0
8320,19,08:52.0
8320,22,28:53.0
8320,25,05:56.0
8320,27,44:13.0
8320,24,22:01.0
8320,24,31:35.0
8320,24,46:00.0
8320,23,07:25.0
8320,28,23:50.0
8320,20,14:18.0
8320,24,13:11.0
8320,25,55:13.0
8320,24,28:44.0
8320,25.5,46:29.0
8320,24,19:01.0
8320,22,16:40.0
8320,20,45:01.0
8320,24,24:55.0
8320,20.5,04:01.0
8320,26,41:05.0
8320,20,02:57.0
8320,25,44:30.0
8320,18,27:35.0
8320,22,38:05.0
8320,22,42:42.0
8320,26,19:44.0
8320,25,39:18.0
8320,25,52:30.0
8320,21,39:22.0
8320,31,23:27.0
8320,28,27:04.0
8320,23,44:27.0
8320,20,46:37.0
8320,24,05:36.0
8320,23,49:48.0
8320,27,08:12.0
8320,30,20:45.0
8320,22,35:21.0
8320,20,53:36.0
8320,21,56:24.0
8320,20,07:50.0
8320,18,04:45.0
8320,24,44:07.0
8320,27.5,29:25.0
8320,21,53:54.0
8320,24,52:35.0
8320,25,06:34.0
8320,22,17:57.0
8320,21,50:42.0
8320,23,31:21.0
8320,24,06:30.0
8320,22,55:56.0
8320,20,19:49.0
8320,28,09:13.0
8320,23,43:42.0
8320,23,47:01.0
8320,26,22:52.0
8320,28,28:49.0
8320,26,14:42.0
8320,22,12:40.0
8320,28,25:53.0
8320,28,10:18.0
8320,21,41:44.0
8320,26,32:32.0
8320,22,24:46.0
8320,20,13:20.0
8320,22,30:52.0
8320,28,32:05.0
8320,28,57:41.0
8320,24,14:16.0
8320,28,10:34.0
8320,22,20:17.0
8320,27,27:15.0
8320,25,38:27.0
8320,22,15:30.0
8320,27,37:29.0
8320,32,50:20.0
8320,30,20:18.0
8320,27,39:11.0
8320,29,48:46.0
8320,24,51:47.0
8320,24,23:01.0
8320,25,49:13.0
8320,25,48:18.0
8320,24,42:37.0
8320,27,53:23.0
8320,29,34:46.0
8320,25,38:01.0
8320,26,42:57.0
8320,2,51:13.0
8320,26,18:55.0
8320,26,50:59.0
8320,25,50:05.0
8320,25,38:28.0
8320,24,57:43.0
8320,32,10:44.0
8320,30,56:05.0
8320,29,39:31.0
8320,28,52:15.0
8320,33,26:40.0
8320,30,18:25.0
8320,26,33:08.0
8320,23,59:19.0
8320,28,03:16.0
8320,25,09:18.0
8320,32,23:05.0
8320,27.5,26:27.0
8320,24,39:18.0
8320,28,19:12.0
8320,31,57:53.0
8320,33,51:00.0
8320,30,19:08.0
8320,25,00:45.0
8320,30,05:38.0
8320,29,32:07.0
8320,27,28:40.0
8320,32,07:10.0
8320,32,41:28.0
8320,28,32:24.0
8320,26,39:40.0
8320,32,17:18.0
8320,29,28:50.0
8320,30,57:51.0
8320,27,11:36.0
8320,24,57:27.0
8320,23,30:45.0
8320,22,09:52.0
8320,26,32:08.0
8320,26,43:03.0
8320,32,20:33.0
8320,35,30:43.0
8320,32,06:26.0
8320,24,55:05.0
8320,27,24:22.0
8320,27,02:48.0
8320,25,40:27.0
8320,25,49:10.0
8320,31,54:30.0
8320,30,00:29.0
8320,27,50:16.0
8320,35,30:30.0
8320,32,18:30.0
8320,29,48:43.0
8320,30,27:03.0
8320,26,16:16.0
8320,25,39:53.0
8320,32,53:10.0
8320,30,16:10.0
8320,28,19:03.0
8320,24,31:37.0
8320,30,02:29.0
8320,32,15:18.0
8320,28,43:13.0
8320,34,12:16.0
8320,32,31:33.0
8320,31,54:58.0
8320,37,53:39.0
8320,30,18:59.0
8320,34,58:14.0
8320,38,28:24.0
8320,34,35:39.0
8320,23,53:44.0
8320,28,41:38.0
8320,27,14:33.0
8320,26,47:13.0
8320,33,45:04.0
8320,34,33:10.0
8320,32,06:59.0
8320,25,47:16.0
8320,30,30:33.0
8320,32,10:30.0
8320,30,08:23.0
8320,29,43:04.0
8320,36,18:15.0
8320,38,45:13.0
8320,38,17:58.0
8320,37,41:17.0
8320,37,19:33.0
8320,33,35:18.0
8320,38,47:17.0
8320,38,28:26.0
8320,34,48:49.0
8320,23,54:59.0
8320,31,59:02.0
8320,32,00:40.0
8320,36,17:27.0
8320,35,23:01.0
8320,32,49:06.0
8320,32,38:05.0
8320,38,04:43.0
8320,31,33:14.0
8320,28,43:35.0
8320,25.5,00:33.0
8320,33,45:19.0
8320,33,17:34.0
8320,30,41:31.0
8320,29,43:31.0
8320,33,44:48.0
8320,38,56:49.0
8320,33,38:37.0
8320,23,33:18.0
8320,31,42:56.0
8320,29,31:51.0
8320,23,36:30.0
8320,54,13:25.0
8320,27,40:03.0
8320,23,14:46.0
8320,29,02:00.0
8320,36,27:12.0
8320,38,18:09.0
8320,30,33:01.0
8320,30,51:50.0
8320,38,18:55.0
8320,40,38:06.0
8320,37,51:09.0
8320,30,23:08.0
8320,27,43:29.0
8320,23,42:06.0
8320,29,28:16.0
8320,39,18:24.0
8320,36,29:05.0
8320,31,35:18.0
8320,37,27:55.0
8320,39,53:30.0
8320,34,24:39.0
8320,28,20:01.0
8320,33,36:49.0
8320,34,47:42.0
8320,34,52:11.0
8320,33,01:15.0
8320,32,59:42.0
8320,23,55:02.0
8320,27,48:55.0
8320,26,49:44.0
8320,23,45:15.0
8320,26,48:19.0
8320,31,45:09.0
8320,30,37:20.0
8320,28,33:04.0
8320,35,36:50.0
8320,31,34:48.0
8320,28,50:21.0
8320,37,08:55.0
8320,32,35:37.0
8320,40,05:25.0
8320,31,37:28.0
8320,28,09:56.0
8320,26,19:13.0
8320,29,32:33.0
8320,35,45:28.0
8320,31,31:23.0
8320,32,44:06.0
8320,36,49:26.0
8320,36,52:44.0
8320,29,38:11.0
8320,32,38:38.0
8320,29.5,19:01.0
8320,26,48:36.0
8320,34,33:17.0
8320,31,24:30.0
8320,39,48:14.0
8320,40,39:04.0
8320,34,18:15.0
8320,33,44:40.0
8320,40,30:10.0
8320,30,04:53.0
8320,38,27:13.0
8320,33,53:55.0
8320,32,45:35.0
8320,35,31:35.0
8320,32,16:55.0
8320,52,08:10.0
8320,35,11:04.0
8320,31,41:07.0
8320,40,23:50.0
8320,30,11:49.0
8320,40,48:14.0
8320,40,40:11.0
8320,36,13:40.0
8320,42,36:15.0
8320,42,43:57.0
8320,34,40:49.0
8320,37,37:09.0
8320,41,40:08.0
8320,37.5,32:36.0
8320,40,40:20.0
8320,34,47:06.0
8320,40,55:21.0
8320,38,26:25.0
8320,33,48:36.0
8320,34,45:39.0
8320,32,38:33.0
8320,41,22:30.0
8320,34,07:57.0
8320,37,36:41.0
8320,40,46:58.0
8320,38,27:21.0
8320,32,32:07.0
8320,41,13:46.0
8320,40,52:47.0
8320,36,45:41.0
8320,35,01:09.0
8320,37,30:14.0
8320,38,44:46.0
8320,35.5,17:16.0
8320,41,32:12.0
8320,40,21:54.0
8320,38,07:37.0
8320,31,27:08.0
8320,37,44:19.0
8320,40,58:38.0
8320,40,31:49.0
8320,37,03:40.0
8320,32,39:21.0
8320,37,26:08.0
8320,38,35:48.0
8320,34,28:25.0
8320,41,39:52.0
8320,38,45:30.0
8320,38,57:10.0
8320,42,39:11.0
8320,33,43:39.0
8320,38,30:33.0
8320,35,34:00.0
8320,33,22:26.0
8320,31,04:45.0
8320,40,09:10.0
8320,33,44:50.0
8320,40,07:18.0
8320,38,52:27.0
8320,35,43:58.0
8320,31,33:13.0
8320,38,38:11.0
8320,38,50:40.0
8320,36,27:06.0
8320,36,22:20.0
8320,32,52:11.0
8320,38,27:10.0
8320,40,50:38.0
8320,35,25:29.0
8320,36,47:39.0
8320,38,53:19.0
8320,39.5,32:16.0
8320,34,41:01.0
8320,38,54:29.0
8320,35,18:13.0
8320,39,42:33.0
8320,34,11:02.0
8320,29,50:44.0
8320,32,20:36.0
8320,36,50:24.0
8320,32,31:17.0
8320,34,43:46.0
8320,40,10:40.0
8320,42,28:43.0
8320,36,53:56.0
8320,32,46:28.0
8320,40,21:29.0
8320,39,42:53.0
8320,36,25:46.0
8320,30,03:15.0
8320,30,35:09.0
8320,30,25:09.0
8320,37,04:05.0
8320,36,01:30.0
8320,42,43:57.0
8320,41,43:23.0
8320,38,44:56.0
8320,39,26:14.0
8320,41,24:55.0
8320,37,26:42.0
8320,35,40:18.0
8320,39,11:44.0
8320,30,14:56.0
8320,25,49:08.0
8320,31,50:30.0
8320,35,43:44.0
8320,33,55:51.0
8320,40,07:31.0
8320,37,07:03.0
8320,35,35:47.0
8320,32.5,12:31.0
8320,37,19:33.0
8320,38,14:59.0
8320,33,55:35.0
8320,38,49:52.0
8320,38,30:40.0
8320,41,39:56.0
8320,37,24:31.0
8320,40,19:18.0
8320,38,36:41.0
8320,35,30:15.0
8320,40,28:29.0
8320,40,51:59.0
8320,37,38:41.0
8320,38,53:21.0
8320,44,52:45.0
8320,45,50:53.0
8320,40,33:26.0
8320,38,48:40.0
8320,34,18:33.0
8320,31,14:45.0
8320,39,58:39.0
8320,39,19:27.0
8320,35,34:45.0
8320,40,37:44.0
8320,35,23:43.0
8320,33,28:51.0
8320,40,13:51.0
8320,35,44:12.0
8320,38,21:10.0
8320,43,32:37.0
8320,38,28:21.0
8320,40,42:25.0
8320,40,41:04.0
8320,34.5,42:08.0
8320,42,39:18.0
8320,41,58:13.0
8320,37,32:21.0
8320,38,48:27.0
8320,43,48:01.0
8320,37,52:52.0
8320,46,00:27.0
8320,45,43:54.0
8320,40,14:41.0
8320,46,07:10.0
8320,41,50:52.0
8320,36,35:54.0
8320,42,48:24.0
8320,33,47:59.0
8320,32,57:12.0
8320,38,37:53.0
8320,40,32:32.0
8320,37.5,19:05.0
8320,36,45:17.0
8320,41,44:31.0
8320,41,02:05.0
8320,45,33:32.0
8320,45,27:17.0
8320,39,25:55.0
8320,41,02:47.0
8320,45,11:57.0
8320,46,30:49.0
8320,41,33:55.0
8320,37,43:24.0
8320,44,13:44.0
8320,40,56:58.0
8320,44,46:06.0
8320,45,32:35.0
8320,34,44:21.0
8320,40,12:00.0
8320,44,38:56.0
8320,40,45:22.0
8320,38,46:49.0
8320,40,52:16.0
8320,52,16:11.0
8320,45,34:38.0
8320,42,35:27.0
8320,41,05:20.0
8320,45,44:23.0
8320,42,24:48.0
8320,46,41:42.0
8320,44,24:55.0
8320,39.5,20:28.0
8320,44,23:18.0
8320,39,26:34.0
8320,38,53:40.0
8320,43,53:34.0
8320,41,58:42.0
8320,47,41:10.0
8320,42,26:55.0
8320,45.5,19:42.0
8320,40,40:49.0
8320,40,40:34.0
8320,44,18:43.0
8320,45,59:26.0
8320,42.5,09:37.0
8320,42,44:12.0
8320,47,12:04.0
8320,46,33:17.0
8320,44,00:28.0
8320,43,33:14.0
8320,39,34:24.0
8320,38,25:57.0
8320,43,45:04.0
