Value_9362,Value_9363,Value_9364,Value_9365,Value_9366,Value_9367,Value_9371,Value_9372,BaseTimeStamp,BaseDateTime
69.0,22.0,47.0,34.0,53.0,98.0,63.0,63.0,1645440054.0,2022-02-21 10:40:54
69.0,21.0,46.0,39.0,55.0,96.0,63.0,63.0,1645451274.0,2022-02-21 13:47:54
68.0,21.0,45.0,40.0,58.0,96.0,63.0,63.0,1645461251.0,2022-02-21 16:34:11
67.0,23.0,52.0,49.0,56.0,95.0,63.0,63.0,1645590808.0,2022-02-23 04:33:28
67.0,23.0,52.0,43.0,56.0,95.0,63.0,63.0,1645602390.0,2022-02-23 07:46:30
63.0,23.0,52.0,43.0,56.0,96.0,63.0,63.0,1645612431.0,2022-02-23 10:33:51
65.0,23.0,52.0,43.0,56.0,95.0,63.0,63.0,1645623130.0,2022-02-23 13:32:10
65.0,23.0,49.0,45.0,58.0,94.0,63.0,63.0,1645634205.0,2022-02-23 16:36:45
64.0,22.0,49.0,38.0,65.0,91.0,63.0,63.0,1645647278.0,2022-02-23 20:14:38
67.0,22.0,48.0,43.0,67.0,95.0,63.0,63.0,1645656511.0,2022-02-23 22:48:31
65.0,22.0,49.0,52.0,62.0,92.0,63.0,55.0,1645666469.0,2022-02-24 01:34:29
69.0,23.0,53.0,43.0,58.0,94.0,63.0,63.0,1645688629.0,2022-02-24 07:43:49
68.0,22.0,49.0,35.0,64.0,96.0,63.0,63.0,1645126391.0,2022-02-17 19:33:11
68.0,22.0,46.0,44.0,58.0,92.0,63.0,62.0,1645148153.0,2022-02-18 01:35:53
65.0,22.0,53.0,48.0,48.0,91.0,63.0,63.0,1645860800.0,2022-02-26 07:33:20
62.0,22.0,55.0,44.0,51.0,91.0,63.0,63.0,1645872258.0,2022-02-26 10:44:18
62.0,22.0,55.0,48.0,51.0,94.0,63.0,63.0,1645883081.0,2022-02-26 13:44:41
64.0,22.0,52.0,47.0,57.0,91.0,63.0,63.0,1645895499.0,2022-02-26 17:11:39
66.0,22.0,52.0,43.0,58.0,96.0,63.0,63.0,1645904615.0,2022-02-26 19:43:35
63.0,20.0,50.0,46.0,61.0,96.0,63.0,63.0,1645914788.0,2022-02-26 22:33:08
67.0,20.0,49.0,49.0,65.0,91.0,63.0,63.0,1645926465.0,2022-02-27 01:47:45
60.0,21.0,49.0,42.0,58.0,92.0,63.0,63.0,1645938110.0,2022-02-27 05:01:50
62.0,22.0,53.0,46.0,53.0,97.0,63.0,63.0,1645947550.0,2022-02-27 07:39:10
63.0,23.0,53.0,44.0,52.0,93.0,63.0,63.0,1645991464.0,2022-02-27 19:51:04
64.0,22.0,55.0,42.0,57.0,99.0,63.0,63.0,1645558715.0,2022-02-22 19:38:35
65.0,23.0,53.0,40.0,55.0,98.0,63.0,63.0,1645571619.0,2022-02-22 23:13:39
65.0,22.0,50.0,41.0,58.0,94.0,63.0,63.0,1646757743.0,2022-03-08 16:42:23
66.0,22.0,51.0,42.0,56.0,94.0,63.0,63.0,1646768479.0,2022-03-08 19:41:19
68.0,22.0,50.0,43.0,56.0,92.0,63.0,63.0,1646778759.0,2022-03-08 22:32:39
67.0,23.0,54.0,41.0,56.0,95.0,63.0,63.0,1646789759.0,2022-03-09 01:35:59
64.0,24.0,53.0,45.0,56.0,98.0,63.0,63.0,1646801555.0,2022-03-09 04:52:35
66.0,23.0,58.0,42.0,50.0,94.0,63.0,63.0,1646812292.0,2022-03-09 07:51:32
68.0,23.0,54.0,38.0,55.0,97.0,63.0,63.0,1646822149.0,2022-03-09 10:35:49
66.0,22.0,54.0,37.0,55.0,94.0,63.0,63.0,1646833418.0,2022-03-09 13:43:38
66.0,22.0,50.0,44.0,55.0,93.0,63.0,63.0,1646843722.0,2022-03-09 16:35:22
66.0,22.0,53.0,44.0,59.0,93.0,63.0,63.0,1646854359.0,2022-03-09 19:32:39
67.0,22.0,53.0,43.0,59.0,90.0,63.0,63.0,1646865250.0,2022-03-09 22:34:10
67.0,23.0,52.0,48.0,62.0,87.0,63.0,63.0,1646876017.0,2022-03-10 01:33:37
67.0,22.0,55.0,43.0,58.0,94.0,63.0,63.0,1646888231.0,2022-03-10 04:57:11
65.0,22.0,55.0,42.0,56.0,91.0,63.0,63.0,1646898299.0,2022-03-10 07:44:59
65.0,22.0,55.0,42.0,52.0,91.0,63.0,63.0,1646909701.0,2022-03-10 10:55:01
65.0,23.0,55.0,43.0,55.0,91.0,63.0,63.0,1646920139.0,2022-03-10 13:48:59
65.0,23.0,54.0,43.0,57.0,92.0,63.0,63.0,1646930597.0,2022-03-10 16:43:17
65.0,22.0,54.0,45.0,55.0,89.0,63.0,63.0,1646940926.0,2022-03-10 19:35:26
65.0,22.0,55.0,46.0,52.0,92.0,63.0,63.0,1646953055.0,2022-03-10 22:57:35
66.0,23.0,56.0,41.0,51.0,89.0,63.0,63.0,1646962643.0,2022-03-11 01:37:23
66.0,23.0,56.0,44.0,58.0,90.0,63.0,63.0,1646974307.0,2022-03-11 04:51:47
68.0,21.0,45.0,38.0,64.0,104.0,63.0,63.0,1645386077.0,2022-02-20 19:41:17
68.0,21.0,48.0,42.0,61.0,105.0,63.0,63.0,1645397162.0,2022-02-20 22:46:02
64.0,22.0,53.0,40.0,61.0,104.0,63.0,63.0,1647666482.0,2022-03-19 05:08:02
64.0,22.0,53.0,39.0,58.0,106.0,63.0,63.0,1647675965.0,2022-03-19 07:46:05
67.0,22.0,53.0,33.0,67.0,107.0,63.0,63.0,1647686006.0,2022-03-19 10:33:26
70.0,22.0,50.0,33.0,68.0,104.0,63.0,63.0,1647699115.0,2022-03-19 14:11:55
65.0,21.0,43.0,45.0,68.0,98.0,63.0,63.0,1647709122.0,2022-03-19 16:58:42
65.0,21.0,46.0,46.0,65.0,94.0,63.0,63.0,1647721070.0,2022-03-19 20:17:50
64.0,22.0,51.0,54.0,68.0,97.0,63.0,63.0,1647729933.0,2022-03-19 22:45:33
63.0,21.0,55.0,52.0,68.0,103.0,63.0,63.0,1647740872.0,2022-03-20 01:47:52
66.0,22.0,56.0,46.0,62.0,100.0,63.0,63.0,1647750862.0,2022-03-20 04:34:22
64.0,22.0,56.0,41.0,64.0,104.0,63.0,63.0,1647761644.0,2022-03-20 07:34:04
66.0,23.0,54.0,41.0,65.0,106.0,63.0,63.0,1647772615.0,2022-03-20 10:36:55
66.0,22.0,51.0,40.0,58.0,105.0,63.0,63.0,1647793951.0,2022-03-20 16:32:31
66.0,21.0,44.0,36.0,56.0,95.0,63.0,63.0,1647815557.0,2022-03-20 22:32:37
65.0,21.0,46.0,41.0,55.0,91.0,63.0,63.0,1647826853.0,2022-03-21 01:40:53
66.0,21.0,51.0,43.0,57.0,94.0,63.0,63.0,1646011955.0,2022-02-28 01:32:35
63.0,22.0,53.0,40.0,55.0,98.0,63.0,63.0,1646023292.0,2022-02-28 04:41:32
63.0,22.0,52.0,38.0,60.0,98.0,63.0,63.0,1646033596.0,2022-02-28 07:33:16
66.0,22.0,49.0,39.0,57.0,103.0,63.0,63.0,1646044557.0,2022-02-28 10:35:57
63.0,22.0,46.0,43.0,60.0,98.0,63.0,63.0,1646055201.0,2022-02-28 13:33:21
65.0,20.0,44.0,40.0,66.0,98.0,63.0,63.0,1646066258.0,2022-02-28 16:37:38
68.0,21.0,47.0,41.0,58.0,93.0,63.0,63.0,1646077352.0,2022-02-28 19:42:32
65.0,21.0,49.0,47.0,57.0,95.0,63.0,63.0,1646087605.0,2022-02-28 22:33:25
67.0,22.0,53.0,38.0,54.0,96.0,63.0,63.0,1646098483.0,2022-03-01 01:34:43
65.0,22.0,53.0,40.0,51.0,99.0,63.0,63.0,1646109903.0,2022-03-01 04:45:03
65.0,21.0,50.0,38.0,58.0,101.0,63.0,63.0,1646120009.0,2022-03-01 07:33:29
69.0,22.0,46.0,43.0,62.0,102.0,63.0,63.0,1646131281.0,2022-03-01 10:41:21
65.0,20.0,44.0,42.0,62.0,102.0,63.0,63.0,1646141567.0,2022-03-01 13:32:47
65.0,20.0,40.0,41.0,57.0,98.0,63.0,56.0,1646152753.0,2022-03-01 16:39:13
65.0,20.0,46.0,41.0,59.0,94.0,63.0,63.0,1646163393.0,2022-03-01 19:36:33
65.0,21.0,48.0,50.0,58.0,96.0,63.0,63.0,1646174050.0,2022-03-01 22:34:10
65.0,21.0,51.0,42.0,55.0,94.0,63.0,63.0,1646185016.0,2022-03-02 01:36:56
60.0,22.0,54.0,46.0,49.0,98.0,63.0,63.0,1646196624.0,2022-03-02 04:50:24
63.0,22.0,53.0,46.0,52.0,98.0,64.0,63.0,1646206578.0,2022-03-02 07:36:18
68.0,22.0,51.0,41.0,58.0,103.0,64.0,63.0,1646218148.0,2022-03-02 10:49:08
68.0,22.0,45.0,38.0,66.0,104.0,63.0,63.0,1646227975.0,2022-03-02 13:32:55
67.0,20.0,39.0,38.0,63.0,103.0,63.0,63.0,1646239474.0,2022-03-02 16:44:34
66.0,19.0,40.0,38.0,55.0,102.0,63.0,63.0,1646249756.0,2022-03-02 19:35:56
65.0,19.0,40.0,41.0,55.0,101.0,63.0,63.0,1646261040.0,2022-03-02 22:44:00
68.0,19.0,42.0,38.0,52.0,97.0,63.0,63.0,1646271438.0,2022-03-03 01:37:18
66.0,20.0,44.0,38.0,55.0,97.0,63.0,63.0,1646282718.0,2022-03-03 04:45:18
66.0,20.0,46.0,38.0,55.0,97.0,63.0,63.0,1646293231.0,2022-03-03 07:40:31
68.0,20.0,46.0,41.0,61.0,100.0,63.0,63.0,1646303527.0,2022-03-03 10:32:07
68.0,20.0,46.0,46.0,60.0,95.0,63.0,63.0,1646314442.0,2022-03-03 13:34:02
65.0,21.0,47.0,39.0,52.0,96.0,63.0,63.0,1646325215.0,2022-03-03 16:33:35
66.0,21.0,50.0,45.0,54.0,97.0,63.0,63.0,1646336533.0,2022-03-03 19:42:13
66.0,21.0,51.0,40.0,63.0,99.0,63.0,63.0,1646346768.0,2022-03-03 22:32:48
64.0,22.0,50.0,44.0,60.0,99.0,63.0,63.0,1646357874.0,2022-03-04 01:37:54
65.0,21.0,48.0,38.0,56.0,100.0,63.0,56.0,1646368413.0,2022-03-04 04:33:33
63.0,21.0,50.0,38.0,56.0,100.0,63.0,63.0,1646379881.0,2022-03-04 07:44:41
64.0,21.0,49.0,40.0,55.0,98.0,63.0,63.0,1646389975.0,2022-03-04 10:32:55
64.0,21.0,49.0,43.0,60.0,99.0,63.0,63.0,1646400834.0,2022-03-04 13:33:54
63.0,21.0,44.0,44.0,54.0,92.0,63.0,63.0,1646411888.0,2022-03-04 16:38:08
63.0,21.0,48.0,46.0,54.0,92.0,63.0,63.0,1646422334.0,2022-03-04 19:32:14
62.0,21.0,51.0,46.0,57.0,94.0,63.0,63.0,1646433157.0,2022-03-04 22:32:37
65.0,21.0,52.0,47.0,54.0,94.0,63.0,63.0,1646444668.0,2022-03-05 01:44:28
65.0,22.0,54.0,42.0,48.0,97.0,63.0,63.0,1646456806.0,2022-03-05 05:06:46
64.0,22.0,53.0,41.0,55.0,98.0,63.0,63.0,1646466890.0,2022-03-05 07:54:50
64.0,22.0,49.0,39.0,58.0,97.0,63.0,63.0,1646477335.0,2022-03-05 10:48:55
68.0,21.0,46.0,39.0,58.0,97.0,63.0,63.0,1646487202.0,2022-03-05 13:33:22
63.0,20.0,44.0,39.0,62.0,96.0,63.0,63.0,1646498078.0,2022-03-05 16:34:38
63.0,20.0,44.0,42.0,54.0,94.0,63.0,63.0,1646508776.0,2022-03-05 19:32:56
66.0,20.0,50.0,46.0,55.0,96.0,63.0,63.0,1646520052.0,2022-03-05 22:40:52
69.0,22.0,52.0,37.0,49.0,99.0,63.0,63.0,1646531279.0,2022-03-06 01:47:59
68.0,22.0,52.0,35.0,51.0,102.0,63.0,63.0,1646541977.0,2022-03-06 04:46:17
68.0,22.0,46.0,35.0,54.0,102.0,63.0,63.0,1646552229.0,2022-03-06 07:37:09
65.0,21.0,45.0,34.0,61.0,107.0,63.0,63.0,1646562867.0,2022-03-06 10:34:27
66.0,21.0,45.0,39.0,66.0,101.0,63.0,63.0,1646575851.0,2022-03-06 14:10:51
66.0,21.0,43.0,46.0,56.0,97.0,63.0,63.0,1646584611.0,2022-03-06 16:36:51
64.0,21.0,47.0,46.0,53.0,97.0,63.0,63.0,1646595910.0,2022-03-06 19:45:10
64.0,22.0,48.0,42.0,56.0,96.0,63.0,63.0,1646606670.0,2022-03-06 22:44:30
65.0,22.0,48.0,42.0,56.0,96.0,63.0,63.0,1646616796.0,2022-03-07 01:33:16
62.0,22.0,52.0,45.0,56.0,96.0,63.0,63.0,1646628031.0,2022-03-07 04:40:31
62.0,22.0,52.0,45.0,56.0,96.0,63.0,63.0,1646639007.0,2022-03-07 07:43:27
65.0,22.0,54.0,37.0,53.0,101.0,63.0,63.0,1646649185.0,2022-03-07 10:33:05
67.0,22.0,51.0,44.0,58.0,95.0,63.0,63.0,1646681873.0,2022-03-07 19:37:53
67.0,23.0,54.0,45.0,57.0,96.0,63.0,63.0,1646703197.0,2022-03-08 01:33:17
63.0,22.0,55.0,49.0,54.0,97.0,63.0,63.0,1647038476.0,2022-03-11 22:41:16
66.0,23.0,57.0,46.0,54.0,98.0,63.0,63.0,1647048729.0,2022-03-12 01:32:09
64.0,22.0,56.0,52.0,55.0,98.0,63.0,63.0,1647060094.0,2022-03-12 04:41:34
63.0,23.0,56.0,51.0,62.0,96.0,63.0,63.0,1647070630.0,2022-03-12 07:37:10
66.0,22.0,55.0,47.0,59.0,99.0,63.0,63.0,1647081533.0,2022-03-12 10:38:53
61.0,22.0,55.0,47.0,61.0,96.0,63.0,63.0,1647092084.0,2022-03-12 13:34:44
62.0,22.0,55.0,47.0,62.0,97.0,63.0,63.0,1647103670.0,2022-03-12 16:47:50
66.0,22.0,55.0,43.0,62.0,94.0,63.0,63.0,1647113997.0,2022-03-12 19:39:57
66.0,22.0,55.0,47.0,59.0,97.0,63.0,63.0,1647124575.0,2022-03-12 22:36:15
62.0,21.0,55.0,53.0,58.0,96.0,63.0,63.0,1647135526.0,2022-03-13 01:38:46
62.0,22.0,57.0,55.0,60.0,101.0,63.0,63.0,1647146093.0,2022-03-13 04:34:53
63.0,22.0,56.0,44.0,63.0,104.0,63.0,63.0,1647157692.0,2022-03-13 07:48:12
61.0,22.0,54.0,48.0,59.0,101.0,63.0,63.0,1647168265.0,2022-03-13 10:44:25
63.0,23.0,54.0,43.0,59.0,94.0,63.0,63.0,1647179359.0,2022-03-13 13:49:19
63.0,22.0,53.0,44.0,60.0,94.0,63.0,63.0,1647189837.0,2022-03-13 16:43:57
64.0,22.0,52.0,44.0,60.0,91.0,63.0,63.0,1647200123.0,2022-03-13 19:35:23
64.0,22.0,52.0,54.0,63.0,95.0,63.0,63.0,1647210809.0,2022-03-13 22:33:29
63.0,21.0,57.0,51.0,64.0,98.0,63.0,63.0,1647221548.0,2022-03-14 01:32:28
66.0,22.0,57.0,45.0,60.0,98.0,63.0,63.0,1647232911.0,2022-03-14 04:41:51
66.0,22.0,57.0,48.0,59.0,95.0,63.0,63.0,1647243419.0,2022-03-14 07:36:59
64.0,22.0,55.0,49.0,56.0,100.0,63.0,63.0,1647254566.0,2022-03-14 10:42:46
61.0,21.0,57.0,44.0,59.0,94.0,64.0,64.0,1647264948.0,2022-03-14 13:35:48
64.0,22.0,55.0,57.0,57.0,90.0,63.0,63.0,1647276779.0,2022-03-14 16:52:59
63.0,23.0,52.0,47.0,61.0,92.0,63.0,63.0,1647287871.0,2022-03-14 19:57:51
67.0,22.0,57.0,52.0,63.0,91.0,63.0,63.0,1647298236.0,2022-03-14 22:50:36
63.0,22.0,58.0,49.0,59.0,98.0,63.0,63.0,1647309487.0,2022-03-15 01:58:07
64.0,22.0,58.0,48.0,52.0,102.0,64.0,64.0,1647319697.0,2022-03-15 04:48:17
63.0,22.0,58.0,50.0,58.0,101.0,63.0,63.0,1647330304.0,2022-03-15 07:45:04
63.0,22.0,56.0,50.0,58.0,98.0,63.0,63.0,1647340397.0,2022-03-15 10:33:17
63.0,22.0,56.0,45.0,57.0,94.0,63.0,63.0,1647351678.0,2022-03-15 13:41:18
69.0,23.0,54.0,44.0,62.0,92.0,63.0,63.0,1647361979.0,2022-03-15 16:32:59
66.0,22.0,56.0,52.0,62.0,96.0,63.0,63.0,1647373062.0,2022-03-15 19:37:42
65.0,22.0,56.0,54.0,60.0,97.0,63.0,63.0,1647385551.0,2022-03-15 23:05:51
66.0,22.0,58.0,48.0,63.0,102.0,63.0,63.0,1647394364.0,2022-03-16 01:32:44
64.0,23.0,55.0,51.0,67.0,97.0,63.0,63.0,1647406010.0,2022-03-16 04:46:50
64.0,23.0,55.0,45.0,62.0,105.0,63.0,63.0,1647416025.0,2022-03-16 07:33:45
63.0,22.0,53.0,46.0,67.0,108.0,63.0,63.0,1647426845.0,2022-03-16 10:34:05
65.0,23.0,56.0,41.0,69.0,108.0,63.0,63.0,1647437698.0,2022-03-16 13:34:58
67.0,23.0,51.0,40.0,69.0,102.0,63.0,63.0,1647448698.0,2022-03-16 16:38:18
64.0,23.0,50.0,43.0,66.0,101.0,63.0,63.0,1647459460.0,2022-03-16 19:37:40
67.0,23.0,50.0,48.0,55.0,102.0,63.0,63.0,1647470055.0,2022-03-16 22:34:15
62.0,22.0,55.0,43.0,61.0,103.0,63.0,63.0,1647481085.0,2022-03-17 01:38:05
63.0,23.0,54.0,41.0,65.0,103.0,63.0,63.0,1647492519.0,2022-03-17 04:48:39
64.0,23.0,54.0,47.0,65.0,110.0,63.0,63.0,1647503052.0,2022-03-17 07:44:12
65.0,23.0,52.0,41.0,72.0,103.0,63.0,63.0,1647513340.0,2022-03-17 10:35:40
69.0,23.0,50.0,38.0,66.0,104.0,63.0,63.0,1647523970.0,2022-03-17 13:32:50
66.0,23.0,48.0,34.0,71.0,99.0,63.0,63.0,1647534878.0,2022-03-17 16:34:38
64.0,22.0,52.0,34.0,71.0,95.0,63.0,63.0,1647545592.0,2022-03-17 19:33:12
76.0,22.0,52.0,41.0,65.0,103.0,63.0,63.0,1647556439.0,2022-03-17 22:33:59
67.0,22.0,56.0,46.0,66.0,100.0,63.0,63.0,1647567255.0,2022-03-18 01:34:15
63.0,23.0,53.0,35.0,66.0,101.0,63.0,63.0,1647579055.0,2022-03-18 04:50:55
63.0,21.0,52.0,49.0,60.0,97.0,63.0,63.0,1647622611.0,2022-03-18 16:56:51
63.0,23.0,57.0,49.0,61.0,22.0,63.0,63.0,1647849231.0,2022-03-21 07:53:51
50.0,22.0,56.0,40.0,84.0,99.0,63.0,63.0,1647859360.0,2022-03-21 10:42:40
64.0,23.0,49.0,42.0,64.0,98.0,63.0,63.0,1647870622.0,2022-03-21 13:50:22
65.0,23.0,56.0,44.0,68.0,102.0,63.0,63.0,1647880432.0,2022-03-21 16:33:52
68.0,22.0,55.0,40.0,64.0,94.0,63.0,61.0,1647891451.0,2022-03-21 19:37:31
68.0,22.0,50.0,40.0,65.0,90.0,63.0,63.0,1647899036.0,2022-03-21 21:43:56
64.0,22.0,52.0,47.0,59.0,93.0,63.0,63.0,1647909958.0,2022-03-22 00:45:58
65.0,22.0,54.0,46.0,61.0,93.0,63.0,63.0,1647920320.0,2022-03-22 03:38:40
64.0,22.0,56.0,47.0,67.0,96.0,63.0,63.0,1647931203.0,2022-03-22 06:40:03
63.0,22.0,56.0,53.0,61.0,99.0,63.0,63.0,1647942322.0,2022-03-22 09:45:22
63.0,22.0,55.0,47.0,61.0,100.0,63.0,63.0,1647952400.0,2022-03-22 12:33:20
69.0,23.0,55.0,38.0,55.0,96.0,63.0,63.0,1647964059.0,2022-03-22 15:47:39
66.0,23.0,53.0,42.0,62.0,95.0,63.0,63.0,1647973950.0,2022-03-22 18:32:30
67.0,22.0,52.0,44.0,64.0,89.0,63.0,63.0,1647985462.0,2022-03-22 21:44:22
65.0,22.0,53.0,45.0,59.0,90.0,63.0,63.0,1647996509.0,2022-03-23 00:48:29
66.0,22.0,55.0,49.0,64.0,91.0,63.0,63.0,1648006446.0,2022-03-23 03:34:06
61.0,22.0,59.0,54.0,61.0,96.0,63.0,63.0,1648017163.0,2022-03-23 06:32:43
65.0,23.0,59.0,53.0,65.0,96.0,63.0,63.0,1648028289.0,2022-03-23 09:38:09
65.0,23.0,57.0,53.0,65.0,103.0,63.0,63.0,1648038731.0,2022-03-23 12:32:11
70.0,23.0,57.0,41.0,62.0,101.0,63.0,63.0,1648049601.0,2022-03-23 15:33:21
70.0,22.0,50.0,40.0,65.0,91.0,63.0,63.0,1648061189.0,2022-03-23 18:46:29
66.0,22.0,51.0,44.0,65.0,88.0,63.0,63.0,1648071327.0,2022-03-23 21:35:27
67.0,22.0,53.0,55.0,65.0,89.0,63.0,63.0,1648082016.0,2022-03-24 00:33:36
65.0,21.0,57.0,49.0,68.0,89.0,62.0,62.0,1648092939.0,2022-03-24 03:35:39
64.0,22.0,60.0,53.0,66.0,90.0,63.0,63.0,1648103626.0,2022-03-24 06:33:46
65.0,22.0,59.0,56.0,65.0,90.0,63.0,63.0,1648114578.0,2022-03-24 09:36:18
65.0,22.0,61.0,56.0,65.0,100.0,63.0,63.0,1648125199.0,2022-03-24 12:33:19
70.0,23.0,61.0,42.0,63.0,96.0,63.0,63.0,1648136284.0,2022-03-24 15:38:04
69.0,22.0,50.0,45.0,60.0,93.0,63.0,63.0,1648147006.0,2022-03-24 18:36:46
69.0,22.0,50.0,45.0,63.0,92.0,63.0,63.0,1648157531.0,2022-03-24 21:32:11
68.0,21.0,54.0,47.0,62.0,92.0,63.0,63.0,1648168378.0,2022-03-25 00:32:58
64.0,22.0,55.0,53.0,60.0,91.0,63.0,63.0,1648179935.0,2022-03-25 03:45:35
64.0,22.0,57.0,50.0,65.0,94.0,63.0,63.0,1648190428.0,2022-03-25 06:40:28
63.0,22.0,58.0,51.0,67.0,99.0,63.0,63.0,1648201188.0,2022-03-25 09:39:48
69.0,23.0,58.0,41.0,64.0,97.0,63.0,63.0,1648212184.0,2022-03-25 12:43:04
67.0,22.0,51.0,41.0,63.0,98.0,63.0,63.0,1648222467.0,2022-03-25 15:34:27
60.0,18.0,65.0,44.0,36.0,23.0,63.0,63.0,1647643370.0,2022-03-18 22:42:50
60.0,17.0,63.0,39.0,72.0,32.0,63.0,62.0,1649173084.0,2022-04-05 15:38:04
63.0,17.0,52.0,54.0,84.0,68.0,63.0,62.0,1649183549.0,2022-04-05 18:32:29
63.0,19.0,54.0,60.0,81.0,65.0,63.0,62.0,1649194439.0,2022-04-05 21:33:59
62.0,18.0,54.0,56.0,73.0,67.0,63.0,62.0,1649205124.0,2022-04-06 00:32:04
63.0,19.0,57.0,51.0,65.0,66.0,63.0,62.0,1649218017.0,2022-04-06 04:06:57
62.0,21.0,59.0,48.0,64.0,70.0,63.0,62.0,1649226824.0,2022-04-06 06:33:44
59.0,21.0,60.0,45.0,64.0,73.0,63.0,63.0,1649237633.0,2022-04-06 09:33:53
63.0,21.0,58.0,46.0,64.0,71.0,63.0,63.0,1649248392.0,2022-04-06 12:33:12
64.0,22.0,59.0,47.0,69.0,68.0,63.0,63.0,1649260423.0,2022-04-06 15:53:43
66.0,20.0,56.0,60.0,81.0,71.0,63.0,63.0,1649270666.0,2022-04-06 18:44:26
65.0,19.0,56.0,56.0,77.0,67.0,63.0,63.0,1649281435.0,2022-04-06 21:43:55
61.0,19.0,56.0,52.0,72.0,70.0,63.0,63.0,1649291687.0,2022-04-07 00:34:47
63.0,20.0,58.0,58.0,66.0,72.0,63.0,63.0,1649304870.0,2022-04-07 04:14:30
63.0,20.0,61.0,36.0,63.0,71.0,63.0,63.0,1649314196.0,2022-04-07 06:49:56
63.0,22.0,58.0,50.0,68.0,95.0,63.0,63.0,1649356377.0,2022-04-07 18:32:57
61.0,20.0,60.0,56.0,77.0,72.0,63.0,63.0,1648298392.0,2022-03-26 12:39:52
61.0,20.0,60.0,57.0,75.0,70.0,63.0,63.0,1648310185.0,2022-03-26 15:56:25
59.0,20.0,63.0,52.0,80.0,72.0,63.0,63.0,1649563224.0,2022-04-10 04:00:24
61.0,21.0,63.0,60.0,43.0,73.0,63.0,63.0,1649572962.0,2022-04-10 06:42:42
57.0,21.0,62.0,60.0,71.0,77.0,63.0,63.0,1649583229.0,2022-04-10 09:33:49
60.0,20.0,60.0,52.0,70.0,79.0,63.0,63.0,1649594908.0,2022-04-10 12:48:28
56.0,20.0,58.0,52.0,70.0,79.0,63.0,63.0,1649604750.0,2022-04-10 15:32:30
56.0,20.0,58.0,62.0,78.0,69.0,63.0,63.0,1649615751.0,2022-04-10 18:35:51
56.0,16.0,61.0,52.0,29.0,35.0,63.0,63.0,1649658830.0,2022-04-11 06:33:50
56.0,17.0,62.0,47.0,28.0,34.0,63.0,62.0,1648989781.0,2022-04-03 12:43:01
52.0,15.0,58.0,47.0,33.0,38.0,63.0,62.0,1649000370.0,2022-04-03 15:39:30
54.0,15.0,54.0,52.0,34.0,38.0,63.0,62.0,1649011270.0,2022-04-03 18:41:10
52.0,14.0,52.0,53.0,35.0,34.0,63.0,62.0,1649022597.0,2022-04-03 21:49:57
53.0,14.0,52.0,51.0,31.0,23.0,63.0,62.0,1649034100.0,2022-04-04 01:01:40
55.0,15.0,55.0,54.0,40.0,22.0,63.0,62.0,1649043504.0,2022-04-04 03:38:24
53.0,14.0,54.0,47.0,38.0,17.0,63.0,62.0,1649054644.0,2022-04-04 06:44:04
53.0,14.0,57.0,47.0,43.0,16.0,63.0,62.0,1649064829.0,2022-04-04 09:33:49
53.0,14.0,57.0,45.0,53.0,33.0,63.0,62.0,1649075558.0,2022-04-04 12:32:38
52.0,15.0,53.0,45.0,34.0,38.0,63.0,62.0,1649087055.0,2022-04-04 15:44:15
62.0,21.0,50.0,46.0,60.0,98.0,63.0,62.0,1649141070.0,2022-04-05 06:44:30
59.0,20.0,55.0,55.0,71.0,82.0,63.0,63.0,1645839996.0,2022-02-26 01:46:36
58.0,20.0,50.0,47.0,81.0,72.0,63.0,63.0,1649864378.0,2022-04-13 15:39:38
66.0,18.0,51.0,55.0,78.0,71.0,63.0,63.0,1649874783.0,2022-04-13 18:33:03
55.0,18.0,48.0,50.0,74.0,71.0,63.0,63.0,1649885622.0,2022-04-13 21:33:42
56.0,18.0,50.0,56.0,72.0,76.0,63.0,63.0,1649896446.0,2022-04-14 00:34:06
59.0,19.0,55.0,56.0,78.0,76.0,63.0,63.0,1649907337.0,2022-04-14 03:35:37
58.0,20.0,55.0,59.0,70.0,75.0,63.0,63.0,1649919589.0,2022-04-14 06:59:49
57.0,19.0,53.0,53.0,68.0,78.0,63.0,63.0,1649929103.0,2022-04-14 09:38:23
57.0,20.0,54.0,58.0,73.0,70.0,63.0,63.0,1649939729.0,2022-04-14 12:35:29
55.0,19.0,53.0,58.0,73.0,68.0,63.0,63.0,1649950441.0,2022-04-14 15:34:01
58.0,19.0,53.0,54.0,77.0,65.0,63.0,63.0,1649961240.0,2022-04-14 18:34:00
57.0,21.0,60.0,49.0,71.0,83.0,63.0,63.0,1649680673.0,2022-04-11 12:37:53
57.0,20.0,56.0,47.0,70.0,87.0,63.0,63.0,1649691741.0,2022-04-11 15:42:21
61.0,20.0,54.0,49.0,74.0,86.0,63.0,63.0,1649702136.0,2022-04-11 18:35:36
59.0,20.0,56.0,53.0,78.0,72.0,63.0,63.0,1649712877.0,2022-04-11 21:34:37
61.0,19.0,58.0,56.0,78.0,70.0,63.0,63.0,1649724422.0,2022-04-12 00:47:02
61.0,19.0,59.0,59.0,75.0,69.0,63.0,63.0,1649734399.0,2022-04-12 03:33:19
60.0,19.0,60.0,55.0,75.0,72.0,63.0,63.0,1649745219.0,2022-04-12 06:33:39
