ID,AssetID,UnitID,Value,RecordTime,RecordDate,PersonelID,OutofRange,ValueType,MobileID,DateTime,TimeStamp,Job,IsDeleted,ShiftCode,OnTime
2265974,9408,12,4.0,17:14:00,2021/06/23,83769,1,1,21,2021-06-23 17:14:00.000,1624452240,Operation,0,12,1
2265975,9358,12,75.0,17:14:03,2021/06/23,83769,1,1,21,2021-06-23 17:14:03.000,1624452243,Operation,0,12,1
2265976,9359,12,76.0,17:14:03,2021/06/23,83769,1,1,21,2021-06-23 17:14:03.000,1624452243,Operation,0,12,1
2269671,9408,12,4.0,20:22:14,2021/06/23,83737,1,1,21,2021-06-23 20:22:14.000,1624463534,Operation,0,12,1
2269672,9358,12,73.0,20:22:17,2021/06/23,83737,1,1,21,2021-06-23 20:22:17.000,1624463537,Operation,0,12,1
2269673,9359,12,72.0,20:22:19,2021/06/23,83737,1,1,21,2021-06-23 20:22:19.000,1624463539,Operation,0,12,1
2269872,9408,12,3.8,23:12:49,2021/06/23,83737,1,1,21,2021-06-23 23:12:49.000,1624473769,Operation,0,12,1
2269873,9358,12,70.0,23:12:53,2021/06/23,83737,1,1,21,2021-06-23 23:12:53.000,1624473773,Operation,0,12,1
2269874,9359,12,70.0,23:12:54,2021/06/23,83737,1,1,21,2021-06-23 23:12:54.000,1624473774,Operation,0,12,1
2270016,9408,12,4.2,02:09:54,2021/06/24,83715,1,1,21,2021-06-24 02:09:54.000,1624484394,Operation,0,12,1
2270017,9358,12,71.0,02:09:57,2021/06/24,83715,1,1,21,2021-06-24 02:09:57.000,1624484397,Operation,0,12,1
2270018,9359,12,71.0,02:10:00,2021/06/24,83715,1,1,21,2021-06-24 02:10:00.000,1624484400,Operation,0,12,1
2270217,9408,12,4.0,05:14:39,2021/06/24,83771,1,1,21,2021-06-24 05:14:39.000,1624495479,Operation,0,12,1
2270218,9358,12,71.0,05:14:48,2021/06/24,83771,1,1,21,2021-06-24 05:14:48.000,1624495488,Operation,0,12,1
2270219,9359,12,69.0,05:14:53,2021/06/24,83771,1,1,21,2021-06-24 05:14:53.000,1624495493,Operation,0,12,1
2308554,9408,12,3.5,20:14:21,2021/06/25,83732,1,1,21,2021-06-25 20:14:21.000,1624635861,Operation,0,12,1
2308555,9358,12,73.0,20:14:26,2021/06/25,83732,1,1,21,2021-06-25 20:14:26.000,1624635866,Operation,0,12,1
2308556,9359,12,72.0,20:14:27,2021/06/25,83732,1,1,21,2021-06-25 20:14:27.000,1624635867,Operation,0,12,1
2308698,9408,12,4.0,23:07:23,2021/06/25,83776,1,1,21,2021-06-25 23:07:23.000,1624646243,Operation,0,12,1
2308699,9358,12,71.0,23:07:29,2021/06/25,83776,1,1,21,2021-06-25 23:07:29.000,1624646249,Operation,0,12,1
2308700,9359,12,70.0,23:07:31,2021/06/25,83776,1,1,21,2021-06-25 23:07:31.000,1624646251,Operation,0,12,1
2308899,9408,12,3.7,02:06:44,2021/06/26,83776,1,1,21,2021-06-26 02:06:44.000,1624657004,Operation,0,12,1
2308900,9358,12,71.0,02:06:48,2021/06/26,83776,1,1,21,2021-06-26 02:06:48.000,1624657008,Operation,0,12,1
2308901,9359,12,71.0,02:06:49,2021/06/26,83776,1,1,21,2021-06-26 02:06:49.000,1624657009,Operation,0,12,1
2309100,9408,12,3.7,05:33:50,2021/06/26,83783,1,1,21,2021-06-26 05:33:50.000,1624669430,Operation,0,12,1
2309101,9358,12,71.0,05:33:53,2021/06/26,83783,1,1,21,2021-06-26 05:33:53.000,1624669433,Operation,0,12,1
2309102,9359,12,71.0,05:33:53,2021/06/26,83783,1,1,21,2021-06-26 05:33:53.000,1624669433,Operation,0,12,1
2309297,9408,12,3.3,08:24:42,2021/06/26,83715,1,1,21,2021-06-26 08:24:42.000,1624679682,Operation,0,12,1
2309298,9358,12,69.0,08:24:48,2021/06/26,83715,1,1,21,2021-06-26 08:24:48.000,1624679688,Operation,0,12,1
2309299,9359,12,71.0,08:24:51,2021/06/26,83715,1,1,21,2021-06-26 08:24:51.000,1624679691,Operation,0,12,1
2309555,9408,12,3.3,11:18:25,2021/06/26,83771,1,1,21,2021-06-26 11:18:25.000,1624690105,Operation,0,12,1
2309556,9358,12,72.0,11:18:34,2021/06/26,83771,1,1,21,2021-06-26 11:18:34.000,1624690114,Operation,0,12,1
2309557,9359,12,74.0,11:18:36,2021/06/26,83771,1,1,21,2021-06-26 11:18:36.000,1624690116,Operation,0,12,1
2309699,9408,12,3.6,14:19:13,2021/06/26,83771,1,1,21,2021-06-26 14:19:13.000,1624700953,Operation,0,12,1
2309700,9358,12,74.0,14:19:16,2021/06/26,83771,1,1,21,2021-06-26 14:19:16.000,1624700956,Operation,0,12,1
2309701,9359,12,74.0,14:19:16,2021/06/26,83771,1,1,21,2021-06-26 14:19:16.000,1624700956,Operation,0,12,1
2309900,9408,12,3.8,17:12:23,2021/06/26,83715,1,1,21,2021-06-26 17:12:23.000,1624711343,Operation,0,12,1
2309901,9358,12,75.0,17:12:26,2021/06/26,83715,1,1,21,2021-06-26 17:12:26.000,1624711346,Operation,0,12,1
2309902,9359,12,73.0,17:12:29,2021/06/26,83715,1,1,21,2021-06-26 17:12:29.000,1624711349,Operation,0,12,1
2310928,9408,12,3.8,20:13:36,2021/06/26,83770,1,1,21,2021-06-26 20:13:36.000,1624722216,Operation,0,12,1
2310929,9358,12,73.0,20:13:43,2021/06/26,83770,1,1,21,2021-06-26 20:13:43.000,1624722223,Operation,0,12,1
2310930,9359,12,72.0,20:13:45,2021/06/26,83770,1,1,21,2021-06-26 20:13:45.000,1624722225,Operation,0,12,1
2314616,9408,12,4.1,23:19:11,2021/06/26,83824,1,1,21,2021-06-26 23:19:11.000,1624733351,Operation,0,12,1
2314617,9358,12,71.0,23:19:22,2021/06/26,83824,1,1,21,2021-06-26 23:19:22.000,1624733362,Operation,0,12,1
2314618,9359,12,70.0,23:19:26,2021/06/26,83824,1,1,21,2021-06-26 23:19:26.000,1624733366,Operation,0,12,1
2314817,9408,12,4.1,02:25:53,2021/06/27,83683,1,1,21,2021-06-27 02:25:53.000,1624744553,Operation,0,12,1
